holdout_year,half,model,feature,standardized_coefficient
2023,Top,Combined sample control,p_log_pa,-0.11495595406244517
2023,Top,Combined sample control,p_no_prior_pa,-0.04760443688976349
2023,Top,Combined sample control,o_log_combined_pa,0.12786903238867092
2023,Top,Combined sample control,o_log_min_pa,-0.05942625505664355
2023,Top,Combined sample control,o_missing_core,0.06330147569896359
2023,Top,Pitcher core only,p_xwoba,-0.010347452654368894
2023,Top,Pitcher core only,p_k_pct,-0.2200817695687805
2023,Top,Pitcher core only,p_log_pa,-0.06627176714221697
2023,Top,Pitcher core only,p_no_prior_pa,-0.01548717879304872
2023,Top,Pitcher core only,o_log_combined_pa,0.10079339748580063
2023,Top,Pitcher core only,o_log_min_pa,-0.04759900387580826
2023,Top,Pitcher core only,o_missing_core,0.05946723008864146
2023,Top,Offense core only,o_xwoba,0.010049324704894298
2023,Top,Offense core only,o_k_pct,-0.0899469757583927
2023,Top,Offense core only,o_barrel_pct,0.051700783704965045
2023,Top,Offense core only,p_log_pa,-0.10159611343726647
2023,Top,Offense core only,p_no_prior_pa,-0.03953781222702561
2023,Top,Offense core only,o_log_combined_pa,0.1404127842105711
2023,Top,Offense core only,o_log_min_pa,-0.09289833691911702
2023,Top,Offense core only,o_missing_core,0.055473594463668105
2023,Top,Pitcher + offense core,p_xwoba,-0.009384517689319152
2023,Top,Pitcher + offense core,p_k_pct,-0.2240630442505791
2023,Top,Pitcher + offense core,o_xwoba,0.015292583488562373
2023,Top,Pitcher + offense core,o_k_pct,-0.09827814839576896
2023,Top,Pitcher + offense core,o_barrel_pct,0.050444745474028406
2023,Top,Pitcher + offense core,p_log_pa,-0.05050623427486305
2023,Top,Pitcher + offense core,p_no_prior_pa,-0.006471751311486034
2023,Top,Pitcher + offense core,o_log_combined_pa,0.11417557285957071
2023,Top,Pitcher + offense core,o_log_min_pa,-0.08412667950528545
2023,Top,Pitcher + offense core,o_missing_core,0.05116417333388133
2023,Top,Core + pitcher Barrel,p_xwoba,-0.10214656790711953
2023,Top,Core + pitcher Barrel,p_k_pct,-0.275840309093272
2023,Top,Core + pitcher Barrel,p_barrel_pct,0.1036803284176846
2023,Top,Core + pitcher Barrel,o_xwoba,0.012955820357056079
2023,Top,Core + pitcher Barrel,o_k_pct,-0.09777334307154094
2023,Top,Core + pitcher Barrel,o_barrel_pct,0.050013970770560176
2023,Top,Core + pitcher Barrel,p_log_pa,-0.046861432497631465
2023,Top,Core + pitcher Barrel,p_no_prior_pa,-0.0035112480036578264
2023,Top,Core + pitcher Barrel,o_log_combined_pa,0.10752989853511642
2023,Top,Core + pitcher Barrel,o_log_min_pa,-0.08111734959716373
2023,Top,Core + pitcher Barrel,o_missing_core,0.04616479560020368
2023,Top,Core + offense BB,p_xwoba,-0.009451872116968333
2023,Top,Core + offense BB,p_k_pct,-0.2240829372531828
2023,Top,Core + offense BB,o_xwoba,0.017840582869980828
2023,Top,Core + offense BB,o_k_pct,-0.09794326319319883
2023,Top,Core + offense BB,o_bb_pct,-0.0038335984217180625
2023,Top,Core + offense BB,o_barrel_pct,0.04940278945938205
2023,Top,Core + offense BB,p_log_pa,-0.050900118473297506
2023,Top,Core + offense BB,p_no_prior_pa,-0.00680166966241687
2023,Top,Core + offense BB,o_log_combined_pa,0.11376035900181787
2023,Top,Core + offense BB,o_log_min_pa,-0.08397620784185461
2023,Top,Core + offense BB,o_missing_core,0.0510223702352041
2023,Top,Core + pitcher BB,p_xwoba,-0.018327969595109687
2023,Top,Core + pitcher BB,p_k_pct,-0.2268739365322334
2023,Top,Core + pitcher BB,p_bb_pct,0.02417199361295164
2023,Top,Core + pitcher BB,o_xwoba,0.016783632798378738
2023,Top,Core + pitcher BB,o_k_pct,-0.09812294542945127
2023,Top,Core + pitcher BB,o_barrel_pct,0.04918728877747978
2023,Top,Core + pitcher BB,p_log_pa,-0.04101642700362471
2023,Top,Core + pitcher BB,p_no_prior_pa,-0.00017599290705807533
2023,Top,Core + pitcher BB,o_log_combined_pa,0.11342015795957344
2023,Top,Core + pitcher BB,o_log_min_pa,-0.08534937818821543
2023,Top,Core + pitcher BB,o_missing_core,0.051233633764914945
2023,Top,All pitcher + all offense skill,p_xwoba,-0.125821004116457
2023,Top,All pitcher + all offense skill,p_k_pct,-0.28532537672021385
2023,Top,All pitcher + all offense skill,p_bb_pct,0.04035416087161441
2023,Top,All pitcher + all offense skill,p_barrel_pct,0.11331241474101114
2023,Top,All pitcher + all offense skill,o_xwoba,0.01526101669478511
2023,Top,All pitcher + all offense skill,o_k_pct,-0.09745847749555718
2023,Top,All pitcher + all offense skill,o_bb_pct,-0.00017172089556589392
2023,Top,All pitcher + all offense skill,o_barrel_pct,0.047916550948968545
2023,Top,All pitcher + all offense skill,p_log_pa,-0.030605015816160756
2023,Top,All pitcher + all offense skill,p_no_prior_pa,0.0072595143906956025
2023,Top,All pitcher + all offense skill,o_log_combined_pa,0.10539933992471423
2023,Top,All pitcher + all offense skill,o_log_min_pa,-0.08276647419819425
2023,Top,All pitcher + all offense skill,o_missing_core,0.04577131633148991
2023,Bottom,Combined sample control,p_log_pa,-0.04674990341399194
2023,Bottom,Combined sample control,p_no_prior_pa,0.056396755159612386
2023,Bottom,Combined sample control,o_log_combined_pa,-0.08250022550674747
2023,Bottom,Combined sample control,o_log_min_pa,0.1726405506935752
2023,Bottom,Combined sample control,o_missing_core,-0.03513816488412138
2023,Bottom,Pitcher core only,p_xwoba,0.08974115897452817
2023,Bottom,Pitcher core only,p_k_pct,-0.0959354301538851
